name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Feierling Inselhopf,Hausbrauerei Feierling,Germany,Kellerbier / ZwickelbierRanked #1,Kellerbier / Zwickelbier,Ranked #1, 5%,"94Ranked #2,256",94,"Ranked #2,256",4.41 | pDev: 11.79%,4.41,11.79%,6,19,Active,"Aug 10, 2004"
Riegele Kellerbier,Brauhaus Riegele,Germany,Kellerbier / ZwickelbierRanked #96,Kellerbier / Zwickelbier,Ranked #96, 4.7%,"84Ranked #23,020",84,"Ranked #23,020",3.69 | pDev: 10.57%,3.69,10.57%,21,55,Active,"Nov 13, 2007"
Engel Kellerbier Dunkel,Crailsheimer Engelbräu,Germany,Kellerbier / ZwickelbierRanked #97,Kellerbier / Zwickelbier,Ranked #97, 5.3%,"84Ranked #22,895",84,"Ranked #22,895",3.64 | pDev: 10.16%,3.64,10.16%,11,20,Active,"May 13, 2004"
Hofbräu Sommerzwickl Naturtrüb,Hofbräuhaus München,Germany,Kellerbier / ZwickelbierRanked #98,Kellerbier / Zwickelbier,Ranked #98, 5.1%,"84Ranked #23,345",84,"Ranked #23,345",3.69 | pDev: 13.28%,3.69,13.28%,38,97,Active,"Aug 06, 2007"
Simon Spezial Altfränkisches Vollbier,Weissbierbrauerei Simon KG,Germany,Kellerbier / ZwickelbierRanked #99,Kellerbier / Zwickelbier,Ranked #99, 5.4%,"84Ranked #23,017",84,"Ranked #23,017",3.62 | pDev: 16.02%,3.62,16.02%,8,17,Active,"Aug 16, 2010"
Hasen Bräu Augsburger Original,Hasen Bräu Augsburg,Germany,Kellerbier / ZwickelbierRanked #100,Kellerbier / Zwickelbier,Ranked #100, 5.4%,"84Ranked #23,126",84,"Ranked #23,126",3.64 | pDev: 9.62%,3.64,9.62%,8,23,Active,"Mar 25, 2013"
Yacht,Stillwater Artisanal Ales,"Washington, United States",Light LagerRanked #1,Light Lager,Ranked #1, 4.2%,"87Ranked #18,052",87,"Ranked #18,052",3.85 | pDev: 8.57%,3.85,8.57%,68,236,Active,"Jan 17, 2015"
House Lager,Tree House Brewing Company,"Massachusetts, United States",Light LagerRanked #2,Light Lager,Ranked #2, 4.3%,"88Ranked #15,490",88,"Ranked #15,490",3.91 | pDev: 7.67%,3.91,7.67%,8,36,Active,"Aug 29, 2021"
Beer To Drink When It's Hot Outside,Westbrook Brewing Co.,"South Carolina, United States",Light LagerRanked #3,Light Lager,Ranked #3, 4.5%,"88Ranked #15,493",88,"Ranked #15,493",3.91 | pDev: 8.7%,3.91,8.7%,14,34,Active,"Jun 12, 2019"
Monterey Beer,Alvarado Street Brewery,"California, United States",Light LagerRanked #4,Light Lager,Ranked #4, 4.5%,"88Ranked #14,316",88,"Ranked #14,316",3.94 | pDev: 6.6%,3.94,6.6%,9,28,Active,"Dec 31, 2018"
Bosque Lager,Bosque Brewing Co.,"New Mexico, United States",Light LagerRanked #5,Light Lager,Ranked #5, 4.8%,"88Ranked #15,503",88,"Ranked #15,503",3.91 | pDev: 9.46%,3.91,9.46%,10,31,Active,"Dec 13, 2014"
Premium Crafted Lager,House Beer,"California, United States",Light LagerRanked #6,Light Lager,Ranked #6, 4.8%,"86Ranked #20,298",86,"Ranked #20,298",3.78 | pDev: 14.55%,3.78,14.55%,22,44,Active,"Dec 17, 2014"
Mexican Honey Light,Indeed Brewing Company - Minneapolis,"Minnesota, United States",Light LagerRanked #7,Light Lager,Ranked #7, 5.2%,"87Ranked #17,967",87,"Ranked #17,967",3.84 | pDev: 8.33%,3.84,8.33%,12,31,Active,"Jul 20, 2018"
Old North Premium Lager,Hi-Wire Brewing,"North Carolina, United States",Light LagerRanked #8,Light Lager,Ranked #8, 5%,"89Ranked #11,296",89,"Ranked #11,296",4.05 | pDev: 8.64%,4.05,8.64%,11,15,Active,"Jan 21, 2020"
Nite Lite,Night Shift Brewing,"Massachusetts, United States",Light LagerRanked #9,Light Lager,Ranked #9, 4.3%,"82Ranked #24,965",82,"Ranked #24,965",3.62 | pDev: 13.26%,3.62,13.26%,40,143,Active,"Aug 13, 2016"
Major Lager,The Brew Kettle Taproom & Smokehouse / Production Works,"Ohio, United States",Light LagerRanked #10,Light Lager,Ranked #10, 4.5%,"86Ranked #18,212",86,"Ranked #18,212",3.83 | pDev: 9.66%,3.83,9.66%,9,25,Active,"Apr 20, 2019"
Lime Lite,Night Shift Brewing,"Massachusetts, United States",Light LagerRanked #11,Light Lager,Ranked #11, 4.3%,"85Ranked #21,339",85,"Ranked #21,339",3.74 | pDev: 9.89%,3.74,9.89%,13,36,Active,"Jul 07, 2017"
Lite,Grimm Artisanal Ales,"New York, United States",Light LagerRanked #12,Light Lager,Ranked #12, 4.2%,"88Ranked #13,952",88,"Ranked #13,952",3.96 | pDev: 9.34%,3.96,9.34%,6,16,Active,"Jun 28, 2020"
Modern Gulpie,Tired Hands Brewing Company,"Pennsylvania, United States",Light LagerRanked #13,Light Lager,Ranked #13, 4%,"86Ranked #19,196",86,"Ranked #19,196",3.8 | pDev: 10.26%,3.8,10.26%,10,25,Active,"May 15, 2020"
Innertube,Burial Beer Co.,"North Carolina, United States",Light LagerRanked #14,Light Lager,Ranked #14, 3.5%,"86Ranked #18,838",86,"Ranked #18,838",3.81 | pDev: 11.29%,3.81,11.29%,4,24,Active,"Jun 24, 2017"
Garage Beer,Braxton Brewing Company,"Kentucky, United States",Light LagerRanked #15,Light Lager,Ranked #15, 4%,"84Ranked #23,547",84,"Ranked #23,547",3.66 | pDev: 11.48%,3.66,11.48%,18,47,Active,"Sep 18, 2018"
Bench Life,Green Bench Brewing Co.,"Florida, United States",Light LagerRanked #16,Light Lager,Ranked #16, 4.6%,"86Ranked #18,255",86,"Ranked #18,255",3.82 | pDev: 11.26%,3.82,11.26%,6,17,Active,"Sep 08, 2019"
Dry-Hopped House Lager,Tree House Brewing Company,"Massachusetts, United States",Light LagerRanked #17,Light Lager,Ranked #17, 4.3%,"88Ranked #15,618",88,"Ranked #15,618",3.91 | pDev: 6.91%,3.91,6.91%,1,13,Active,"Jan 27, 2022"
Busch Light Apple,Anheuser-Busch,"Missouri, United States",Light LagerRanked #18,Light Lager,Ranked #18, 4.1%,"81Ranked #25,928",81,"Ranked #25,928",3.54 | pDev: 19.77%,3.54,19.77%,32,86,Active,"Jul 20, 2020"
Sesiόn Cerveza,Full Sail Brewing Company,"Oregon, United States",Light LagerRanked #19,Light Lager,Ranked #19, 4.5%,"82Ranked #25,445",82,"Ranked #25,445",3.56 | pDev: 12.08%,3.56,12.08%,24,56,Active,"Mar 20, 2017"
Outlaw,Tivoli Brewing Company,"Colorado, United States",Light LagerRanked #20,Light Lager,Ranked #20, 4.2%,"85Ranked #21,569",85,"Ranked #21,569",3.71 | pDev: 14.29%,3.71,14.29%,14,22,Active,"Mar 22, 2022"
Skull Session,Land-Grant Brewing Company,"Ohio, United States",Light LagerRanked #21,Light Lager,Ranked #21, 5.5%,"86Ranked #18,411",86,"Ranked #18,411",3.81 | pDev: 5.51%,3.81,5.51%,5,15,Active,"May 23, 2017"
Spiteful Lager,Spiteful Brewing,"Illinois, United States",Light LagerRanked #22,Light Lager,Ranked #22, 4.7%,"83Ranked #24,174",83,"Ranked #24,174",3.61 | pDev: 8.86%,3.61,8.86%,13,33,Active,"Feb 19, 2018"
Sankaty Light,Cisco Brewers Inc.,"Massachusetts, United States",Light LagerRanked #23,Light Lager,Ranked #23, 3.8%,"79Ranked #26,911",79,"Ranked #26,911",3.46 | pDev: 16.18%,3.46,16.18%,99,317,Active,"Jun 21, 2005"
Lucha Cerveza,Clown Shoes,"Massachusetts, United States",Light LagerRanked #24,Light Lager,Ranked #24, 5.8%,"83Ranked #23,743",83,"Ranked #23,743",3.62 | pDev: 10.22%,3.62,10.22%,9,27,Active,"Nov 08, 2022"
Sun Grown,Sycamore Brewing,"North Carolina, United States",Light LagerRanked #25,Light Lager,Ranked #25, 4.9%,"85Ranked #21,277",85,"Ranked #21,277",3.71 | pDev: 11.59%,3.71,11.59%,6,18,Active,"Jul 16, 2017"
We Are,Stable 12 Brewing Company,"Pennsylvania, United States",Light LagerRanked #26,Light Lager,Ranked #26, 4.5%,"88Ranked #15,158",88,"Ranked #15,158",3.93 | pDev: 4.58%,3.93,4.58%,7,10,Active,"Nov 19, 2019"
Lager,Ballast Point Brewing Company,"California, United States",Light LagerRanked #27,Light Lager,Ranked #27, 4.2%,"80Ranked #26,531",80,"Ranked #26,531",3.48 | pDev: 15.23%,3.48,15.23%,36,88,Active,"Jul 27, 2018"
Lake James Lime,Fonta Flora Brewery,"North Carolina, United States",Light LagerRanked #28,Light Lager,Ranked #28, 3.8%,"87Ranked #17,444",87,"Ranked #17,444",3.84 | pDev: 8.59%,3.84,8.59%,2,12,Active,"Aug 23, 2018"
Tread Lightly,Muskoka Brewery,"Ontario, Canada",Light LagerRanked #29,Light Lager,Ranked #29, 4%,"86Ranked #19,306",86,"Ranked #19,306",3.77 | pDev: 19.89%,3.77,19.89%,6,13,Active,"Mar 18, 2020"
Pretty Nice Little Saturday,Triptych Brewing,"Illinois, United States",Light LagerRanked #30,Light Lager,Ranked #30, 4.9%,"85Ranked #20,606",85,"Ranked #20,606",3.72 | pDev: 13.98%,3.72,13.98%,5,14,Active,"Oct 13, 2015"
Mas Lima,Oskar Blues Grill & Brew,"Colorado, United States",Light LagerRanked #31,Light Lager,Ranked #31, 5%,"84Ranked #22,909",84,"Ranked #22,909",3.63 | pDev: 6.89%,3.63,6.89%,10,18,Active,"Apr 18, 2022"
Light,Southern Prohibition Brewing,"Mississippi, United States",Light LagerRanked #32,Light Lager,Ranked #32, 3.9%,"86Ranked #19,099",86,"Ranked #19,099",3.77 | pDev: 13.26%,3.77,13.26%,4,11,Active,"Dec 20, 2018"
Full Circle,Angry Chair Brewing,"Florida, United States",Light LagerRanked #33,Light Lager,Ranked #33, 3.5%,"86Ranked #19,321",86,"Ranked #19,321",3.76 | pDev: 15.16%,3.76,15.16%,5,11,Active,"May 12, 2019"
2nd Rodeo,Lost Forty Brewing,"Arkansas, United States",Light LagerRanked #34,Light Lager,Ranked #34, 4.1%,"86Ranked #19,323",86,"Ranked #19,323",3.76 | pDev: 12.77%,3.76,12.77%,4,11,Active,"Jul 21, 2019"
Local's Light,Short's Brewing Company,"Michigan, United States",Light LagerRanked #35,Light Lager,Ranked #35, 5.2%,"78Ranked #27,307",78,"Ranked #27,307",3.38 | pDev: 15.98%,3.38,15.98%,56,199,Active,"Feb 25, 2007"
Banner City,Jack's Abby Brewing,"Massachusetts, United States",Light LagerRanked #36,Light Lager,Ranked #36, 3.8%,"83Ranked #23,874",83,"Ranked #23,874",3.58 | pDev: 10.61%,3.58,10.61%,9,19,Active,"Nov 06, 2022"
Cactus Pants,BuckleDown Brewing,"Illinois, United States",Light LagerRanked #37,Light Lager,Ranked #37, 4.5%,"84Ranked #22,596",84,"Ranked #22,596",3.63 | pDev: 8.54%,3.63,8.54%,4,15,Active,"Aug 09, 2018"
Orange Crusher,Captain Lawrence Brewing Co.,"New York, United States",Light LagerRanked #38,Light Lager,Ranked #38, 4.2%,"85Ranked #22,097",85,"Ranked #22,097",3.65 | pDev: 9.59%,3.65,9.59%,6,14,Active,"Jun 18, 2019"
Pony Boi Golden Light Lager,2SP Brewing Company,"Pennsylvania, United States",Light LagerRanked #39,Light Lager,Ranked #39, 4%,"85Ranked #21,419",85,"Ranked #21,419",3.67 | pDev: 8.72%,3.67,8.72%,4,12,Active,"Sep 02, 2019"
557 Light Lager,BrickStone Restaurant & Brewery,"Illinois, United States",Light LagerRanked #40,Light Lager,Ranked #40, 3.8%,"85Ranked #21,614",85,"Ranked #21,614",3.66 | pDev: 13.66%,3.66,13.66%,3,12,Active,"Oct 05, 2013"
Cayaco,Cervecería de Colima,Mexico,Light LagerRanked #41,Light Lager,Ranked #41, 3.9%,"82Ranked #25,047",82,"Ranked #25,047",3.51 | pDev: 13.11%,3.51,13.11%,5,21,Active,"May 23, 2017"
Trotwood,Warped Wing Brewing Company,"Ohio, United States",Light LagerRanked #42,Light Lager,Ranked #42, 4%,"79Ranked #26,698",79,"Ranked #26,698",3.41 | pDev: 23.17%,3.41,23.17%,17,44,Active,"May 22, 2016"
Tremor California Light Lager,Seismic Brewing Company,"California, United States",Light LagerRanked #43,Light Lager,Ranked #43, 4.2%,"85Ranked #21,221",85,"Ranked #21,221",3.66 | pDev: 13.66%,3.66,13.66%,5,10,Active,"Sep 02, 2019"
McLighty's,Zero Gravity Craft Brewery,"Vermont, United States",Light LagerRanked #44,Light Lager,Ranked #44, 3.2%,"83Ranked #23,906",83,"Ranked #23,906",3.54 | pDev: 15.54%,3.54,15.54%,9,14,Active,"Mar 11, 2022"
Cerveza Por Favor,903 Brewers,"Texas, United States",Light LagerRanked #45,Light Lager,Ranked #45, 4%,"81Ranked #25,648",81,"Ranked #25,648",3.45 | pDev: 11.3%,3.45,11.3%,4,20,Active,"Apr 17, 2017"
Logger Road,Baxter Brewing Co.,"Maine, United States",Light LagerRanked #46,Light Lager,Ranked #46, 3.9%,"83Ranked #23,882",83,"Ranked #23,882",3.53 | pDev: 15.3%,3.53,15.3%,7,13,Active,"Jun 02, 2020"
O'Shea's Hoppy Lager,Carlow Brewing Company,Ireland,Light LagerRanked #47,Light Lager,Ranked #47, 4.2%,"84Ranked #23,417",84,"Ranked #23,417",3.55 | pDev: 9.86%,3.55,9.86%,4,12,Active,"Nov 22, 2020"
Shark Tracker,Cisco Brewers Inc.,"Massachusetts, United States",Light LagerRanked #48,Light Lager,Ranked #48, 4.8%,"77Ranked #27,418",77,"Ranked #27,418",3.31 | pDev: 15.41%,3.31,15.41%,10,71,Active,"Aug 20, 2014"
Sam Adams Light,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Light LagerRanked #49,Light Lager,Ranked #49, 4%,"75Ranked #27,839",75,"Ranked #27,839",3.26 | pDev: 18.4%,3.26,18.4%,855,"2,286",Active,"Sep 13, 2001"
Red Robin 1969 Lager,New Belgium Brewing Company,"Colorado, United States",Light LagerRanked #50,Light Lager,Ranked #50, 4.7%,"80Ranked #26,691",80,"Ranked #26,691",3.37 | pDev: 12.76%,3.37,12.76%,9,30,Active,"Mar 23, 2018"
State Light American Lager,New Trail Brewing Company,"Pennsylvania, United States",Light LagerRanked #51,Light Lager,Ranked #51, 4.2%,"83Ranked #24,407",83,"Ranked #24,407",3.49 | pDev: 10.03%,3.49,10.03%,8,13,Active,"Aug 24, 2023"
Natural Light Naturdays - Pineapple Lemonade,Anheuser-Busch,"Missouri, United States",Light LagerRanked #52,Light Lager,Ranked #52, 4.2%,"84Ranked #23,490",84,"Ranked #23,490",3.53 | pDev: 21.53%,3.53,21.53%,5,11,Active,"Apr 19, 2021"
Flight,Yuengling Brewery,"Pennsylvania, United States",Light LagerRanked #53,Light Lager,Ranked #53, 4.2%,"75Ranked #27,772",75,"Ranked #27,772",3.24 | pDev: 19.14%,3.24,19.14%,50,106,Active,"Mar 09, 2020"
Lightswitch Lager,BJ's Restaurant & Brewhouse,"Arizona, United States",Light LagerRanked #54,Light Lager,Ranked #54, 3.5%,"80Ranked #26,568",80,"Ranked #26,568",3.33 | pDev: 16.52%,3.33,16.52%,0,20,Active,"May 23, 2014"
Narragansett Light,Narragansett Brewing Co.,"Rhode Island, United States",Light LagerRanked #55,Light Lager,Ranked #55, 3.8%,"75Ranked #27,848",75,"Ranked #27,848",3.2 | pDev: 19.06%,3.2,19.06%,39,106,Active,"Jun 04, 2007"
Bud Light Lemonade,Anheuser-Busch,"Missouri, United States",Light LagerRanked #56,Light Lager,Ranked #56, 4.2%,"77Ranked #27,372",77,"Ranked #27,372",3.24 | pDev: 24.07%,3.24,24.07%,15,33,Active,"Mar 19, 2020"
Puppers Premium Lager,Stack Brewing,"Ontario, Canada",Light LagerRanked #57,Light Lager,Ranked #57, 4%,"80Ranked #26,395",80,"Ranked #26,395",3.28 | pDev: 13.41%,3.28,13.41%,7,14,Active,"Jun 22, 2017"
Old 56,Brau Brothers Brewing Co. LLC,"Minnesota, United States",Light LagerRanked #58,Light Lager,Ranked #58, 4.2%,"77Ranked #27,538",77,"Ranked #27,538",3.19 | pDev: 19.12%,3.19,19.12%,12,32,Active,"Jan 03, 2011"
Cat Shot,Seawolf Brewery,"Maryland, United States",Light LagerRanked #59,Light Lager,Ranked #59, 5.3%,"82Ranked #25,499",82,"Ranked #25,499",3.32 | pDev: 11.45%,3.32,11.45%,5,10,Active,"Apr 21, 2020"
Pabst Blue Ribbon Easy,Pabst Brewing Company,"Texas, United States",Light LagerRanked #60,Light Lager,Ranked #60, 3.8%,"74Ranked #27,899",74,"Ranked #27,899",3.14 | pDev: 18.47%,3.14,18.47%,36,67,Active,"Oct 06, 2018"
Modelo Oro,Grupo Modelo S.A. de C.V.,Mexico,Light LagerRanked #61,Light Lager,Ranked #61, 4%,"75Ranked #27,808",75,"Ranked #27,808",3.12 | pDev: 22.12%,3.12,22.12%,20,39,Active,"Mar 10, 2023"
Lager Cerveza Artesanal,Cervecería Tulum,Mexico,Light LagerRanked #62,Light Lager,Ranked #62, 4%,"80Ranked #26,283",80,"Ranked #26,283",3.2 | pDev: 15.31%,3.2,15.31%,3,10,Active,"Jul 26, 2020"
Island Coastal Lager,Island Brands USA,"South Carolina, United States",Light LagerRanked #63,Light Lager,Ranked #63, 4.5%,"74Ranked #27,884",74,"Ranked #27,884",3.09 | pDev: 30.42%,3.09,30.42%,18,42,Active,"May 21, 2018"
Labatt Blue Light Grapefruit,Labatt Brewing Company Ltd.,"Ontario, Canada",Light LagerRanked #64,Light Lager,Ranked #64, 4%,"77Ranked #27,474",77,"Ranked #27,474",3.11 | pDev: 22.83%,3.11,22.83%,7,20,Active,"Jun 03, 2016"
BJ's Light Switch Lager,BJ's Restaurant & Brewhouse,"Florida, United States",Light LagerRanked #65,Light Lager,Ranked #65, 3.5%,"78Ranked #27,279",78,"Ranked #27,279",3.11 | pDev: 11.9%,3.11,11.9%,2,16,Active,"Nov 20, 2011"
Iceberg,Quidi Vidi Brewery,"Newfoundland and Labrador, Canada",Light LagerRanked #66,Light Lager,Ranked #66, 4.5%,"73Ranked #27,992",73,"Ranked #27,992",3.05 | pDev: 21.97%,3.05,21.97%,22,47,Active,"Jul 16, 2008"
Shiner Light,Spoetzl Brewery,"Texas, United States",Light LagerRanked #67,Light Lager,Ranked #67, 4%,"71Ranked #28,244",71,"Ranked #28,244",3.03 | pDev: 19.8%,3.03,19.8%,70,193,Active,"Sep 01, 2003"
Fosters Classic Lager,"Carlton & United Breweries, Ltd.",Australia,Light LagerRanked #68,Light Lager,Ranked #68, 4%,"77Ranked #27,370",77,"Ranked #27,370",3.08 | pDev: 27.27%,3.08,27.27%,3,16,Active,"Dec 26, 2014"
LightSwitch Lager,BJ's Restaurant & Brewhouse,"California, United States",Light LagerRanked #69,Light Lager,Ranked #69, 3.5%,"79Ranked #27,006",79,"Ranked #27,006",3.1 | pDev: 25.81%,3.1,25.81%,2,12,Active,"Dec 14, 2010"
Busch Light Peach,Anheuser-Busch,"Missouri, United States",Light LagerRanked #70,Light Lager,Ranked #70, 4.1%,"73Ranked #28,045",73,"Ranked #28,045",3.03 | pDev: 25.08%,3.03,25.08%,25,47,Active,"Jun 03, 2023"
American Light,Straub Brewery,"Pennsylvania, United States",Light LagerRanked #71,Light Lager,Ranked #71, 3.2%,"72Ranked #28,135",72,"Ranked #28,135",3.02 | pDev: 21.52%,3.02,21.52%,37,67,Active,"Aug 03, 2002"
Belle Gueule Blonde D'été,Brasseurs R.J.,"Quebec, Canada",Light LagerRanked #72,Light Lager,Ranked #72, 4.5%,"76Ranked #27,634",76,"Ranked #27,634",3.04 | pDev: 14.47%,3.04,14.47%,5,19,Active,"Jun 21, 2007"
Schell's Light,August Schell Brewing Company,"Minnesota, United States",Light LagerRanked #73,Light Lager,Ranked #73, 4%,"74Ranked #27,945",74,"Ranked #27,945",3.02 | pDev: 14.9%,3.02,14.9%,13,34,Active,"Dec 03, 2003"
Goldmine Light,World Brews,"California, United States",Light LagerRanked #74,Light Lager,Ranked #74, 3.2%,"78Ranked #27,257",78,"Ranked #27,257",3.05 | pDev: 19.34%,3.05,19.34%,7,13,Active,"Mar 20, 2013"
Southern Flyer Light Lager,Big River Grille & Brewing Works,"Tennessee, United States",Light LagerRanked #75,Light Lager,Ranked #75, 3.6%,"75Ranked #27,809",75,"Ranked #27,809",3.01 | pDev: 22.26%,3.01,22.26%,5,23,Active,"Jul 30, 2006"
Light,Abita Brewing Co.,"Louisiana, United States",Light LagerRanked #76,Light Lager,Ranked #76, 4%,"70Ranked #28,323",70,"Ranked #28,323",2.98 | pDev: 20.13%,2.98,20.13%,81,178,Active,"Oct 26, 2003"
Michelob Ultra Pure Gold,Anheuser-Busch,"Missouri, United States",Light LagerRanked #77,Light Lager,Ranked #77, 3.8%,"70Ranked #28,309",70,"Ranked #28,309",2.98 | pDev: 27.18%,2.98,27.18%,58,152,Active,"Mar 03, 2018"
Coors Pure Light Beer,Coors Brewing Company (Molson-Coors),"Colorado, United States",Light LagerRanked #78,Light Lager,Ranked #78, 3.8%,"74Ranked #27,924",74,"Ranked #27,924",2.99 | pDev: 21.07%,2.99,21.07%,18,28,Active,"Mar 09, 2021"
Northern Light Lager,Granite City Food & Brewery,United States,Light LagerRanked #79,Light Lager,Ranked #79, 4.5%,"70Ranked #28,339",70,"Ranked #28,339",2.94 | pDev: 19.39%,2.94,19.39%,36,117,Active,"Aug 01, 2002"
Iron Hill Light Lager,Iron Hill Brewery & Restaurant,United States,Light LagerRanked #80,Light Lager,Ranked #80, 4%,"71Ranked #28,245",71,"Ranked #28,245",2.94 | pDev: 21.43%,2.94,21.43%,15,62,Active,"May 26, 2005"
Hofbräu Light,Hofbräuhaus München,Germany,Light LagerRanked #81,Light Lager,Ranked #81, 3.8%,"75Ranked #27,767",75,"Ranked #27,767",2.9 | pDev: 11.38%,2.9,11.38%,7,15,Active,"May 29, 2003"
Chernigivske Svitle,Chernigivske Pivokombinat,Ukraine,Light LagerRanked #82,Light Lager,Ranked #82, 4.4%,"74Ranked #27,879",74,"Ranked #27,879",2.89 | pDev: 11.42%,2.89,11.42%,5,18,Active,"Feb 16, 2004"
Endless Summer Light,Karl Strauss Brewing Company,"California, United States",Light LagerRanked #83,Light Lager,Ranked #83, 3.3%,"71Ranked #28,232",71,"Ranked #28,232",2.89 | pDev: 15.92%,2.89,15.92%,10,42,Active,"Jul 03, 2005"
Minnesota Gold Light,Third Street Brewhouse,"Minnesota, United States",Light LagerRanked #84,Light Lager,Ranked #84, 3.9%,"76Ranked #27,569",76,"Ranked #27,569",2.85 | pDev: 21.05%,2.85,21.05%,6,11,Active,"Mar 04, 2016"
Medalla Light,Compañía Cervecera de Puerto Rico,Puerto Rico,Light LagerRanked #85,Light Lager,Ranked #85, 4.2%,"68Ranked #28,469",68,"Ranked #28,469",2.88 | pDev: 23.96%,2.88,23.96%,93,275,Active,"Apr 25, 2003"
Light Lager,Yuengling Brewery,"Pennsylvania, United States",Light LagerRanked #86,Light Lager,Ranked #86, 4%,"67Ranked #28,511",67,"Ranked #28,511",2.88 | pDev: 22.57%,2.88,22.57%,305,"1,202",Active,"May 22, 2002"
Music City Light,Music City Beer Co.,"Tennessee, United States",Light LagerRanked #87,Light Lager,Ranked #87, 4.7%,"77Ranked #27,488",77,"Ranked #27,488",2.84 | pDev: 15.14%,2.84,15.14%,2,10,Active,"Aug 23, 2018"
Sands Light,Bahamian Brewery Beverage & Co. Ltd.,Bahamas,Light LagerRanked #88,Light Lager,Ranked #88, 4.2%,"71Ranked #28,248",71,"Ranked #28,248",2.86 | pDev: 14.34%,2.86,14.34%,6,39,Active,"Mar 25, 2010"
Hudy Delight,Hudepohl-Schoenling Brewing Co.,"Ohio, United States",Light LagerRanked #89,Light Lager,Ranked #89, 3.9%,"69Ranked #28,387",69,"Ranked #28,387",2.86 | pDev: 29.72%,2.86,29.72%,37,74,Active,"Sep 16, 2002"
Lionshead Light,"Lion Brewery, Inc.","Pennsylvania, United States",Light LagerRanked #90,Light Lager,Ranked #90, 3.9%,"69Ranked #28,388",69,"Ranked #28,388",2.86 | pDev: 26.92%,2.86,26.92%,25,74,Active,"Jun 24, 2005"
Fiji Gold,"Carlton & United Breweries, Ltd.",Australia,Light LagerRanked #91,Light Lager,Ranked #91, 4.4%,"74Ranked #27,896",74,"Ranked #27,896",2.83 | pDev: 28.27%,2.83,28.27%,7,16,Active,"Aug 31, 2003"
Kilimanjaro Premium Lager,Tanzania Breweries Ltd.,Tanzania,Light LagerRanked #92,Light Lager,Ranked #92, 4.5%,"71Ranked #28,247",71,"Ranked #28,247",2.83 | pDev: 17.31%,2.83,17.31%,10,34,Active,"Mar 22, 2004"
Rockdale Light,World Brews,"California, United States",Light LagerRanked #93,Light Lager,Ranked #93, 3.9%,"70Ranked #28,351",70,"Ranked #28,351",2.83 | pDev: 30.39%,2.83,30.39%,25,50,Active,"Feb 29, 2016"
Shiner Light Blonde,Spoetzl Brewery,"Texas, United States",Light LagerRanked #94,Light Lager,Ranked #94, 4.2%,"67Ranked #28,542",67,"Ranked #28,542",2.83 | pDev: 23.67%,2.83,23.67%,75,291,Active,"May 24, 2011"
Stonewall Light Lager,Cool Beer Brewing Co.,"Ontario, Canada",Light LagerRanked #95,Light Lager,Ranked #95, 4%,"70Ranked #28,307",70,"Ranked #28,307",2.8 | pDev: 24.64%,2.8,24.64%,13,36,Active,"May 26, 2009"
Shore Thing,Blue Point Brewing Company,"New York, United States",Light LagerRanked #96,Light Lager,Ranked #96, 4.5%,"71Ranked #28,270",71,"Ranked #28,270",2.79 | pDev: 22.94%,2.79,22.94%,13,31,Active,"Dec 12, 2018"
Premium Light Beer,Yuengling Brewery,"Pennsylvania, United States",Light LagerRanked #97,Light Lager,Ranked #97, 3.5%,"66Ranked #28,592",66,"Ranked #28,592",2.79 | pDev: 24.01%,2.79,24.01%,69,339,Active,"May 22, 2002"
Bud Light Orange,Anheuser-Busch,"Missouri, United States",Light LagerRanked #98,Light Lager,Ranked #98, 4.2%,"66Ranked #28,580",66,"Ranked #28,580",2.78 | pDev: 32.73%,2.78,32.73%,75,195,Active,"Mar 15, 2018"
Tsingtao Beer,"Tsingtao Brewery Co., Ltd.",China,Light LagerRanked #99,Light Lager,Ranked #99, 4%,"65Ranked #28,624",65,"Ranked #28,624",2.78 | pDev: 23.38%,2.78,23.38%,670,"1,941",Active,"Feb 20, 2001"
Cracked Canoe,Moosehead Breweries Ltd.,"New Brunswick, Canada",Light LagerRanked #100,Light Lager,Ranked #100, 3.5%,"67Ranked #28,513",67,"Ranked #28,513",2.76 | pDev: 29.71%,2.76,29.71%,32,79,Active,"May 26, 2009"
Red Fang,Wayfinder Beer,"Oregon, United States",Malt LiquorRanked #1,Malt Liquor,Ranked #1, 6.5%,"85Ranked #21,909",85,"Ranked #21,909",3.66 | pDev: 4.92%,3.66,4.92%,8,14,Active,"Jun 13, 2021"
Bud Light Lime Coco-Nut-Rita,Anheuser-Busch,"Missouri, United States",Malt LiquorRanked #2,Malt Liquor,Ranked #2, 8%,"80Ranked #26,562",80,"Ranked #26,562",3.23 | pDev: 26.93%,3.23,26.93%,7,13,Active,"Feb 11, 2018"
Frio 6.0,"City Brewing Company, LLC","Wisconsin, United States",Malt LiquorRanked #3,Malt Liquor,Ranked #3, 6%,"74Ranked #27,947",74,"Ranked #27,947",3 | pDev: 38.67%,3,38.67%,22,31,Active,"Mar 16, 2016"
