name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Jenlain Ambrée,Brasserie Duyck,France,Bière de GardeRanked #52,Bière de Garde,Ranked #52, 7.5%,"85Ranked #22,020",85,"Ranked #22,020",3.75 | pDev: 13.6%,3.75,13.6%,218,331,Active,"Mar 09, 2002"
La Goudale,Brassierie Goulant,France,Bière de GardeRanked #61,Bière de Garde,Ranked #61, 7.2%,"82Ranked #25,306",82,"Ranked #25,306",3.61 | pDev: 11.36%,3.61,11.36%,163,290,Active,"Dec 07, 2002"
Bière De Garde,The Schlafly Tap Room,"Missouri, United States",Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.83 | pDev: 12.27%,3.83,12.27%,108,252,Active,"Oct 31, 2007"
Holiday Ale,Two Roads Brewing Company,"Connecticut, United States",Bière de GardeRanked #53,Bière de Garde,Ranked #53, 7.3%,"84Ranked #22,270",84,"Ranked #22,270",3.74 | pDev: 9.89%,3.74,9.89%,68,248,Active,"Jan 03, 2013"
Castelain Blond Biere De Garde,Brasserie Castelain,France,Bière de GardeRanked #33,Bière de Garde,Ranked #33, 6.4%,"87Ranked #17,132",87,"Ranked #17,132",3.87 | pDev: 11.89%,3.87,11.89%,136,226,Active,"Dec 26, 2001"
Grains Of Truth,Brewery Ommegang,"New York, United States",Bière de Garde,Bière de Garde,Na, 5.2%,88,88,Na,3.95 | pDev: 8.1%,3.95,8.1%,54,224,Active,"Jun 25, 2015"
Cuvée Des Jonquilles,Brasserie Au Baron,France,Bière de GardeRanked #4,Bière de Garde,Ranked #4, 7%,"92Ranked #5,353",92,"Ranked #5,353",4.13 | pDev: 8.72%,4.13,8.72%,85,221,Active,"Oct 29, 2003"
Le Mort Vivant,Southern Star Brewing Company,"Texas, United States",Bière de Garde,Bière de Garde,Na, 6.55%,81,81,Na,3.56 | pDev: 14.61%,3.56,14.61%,47,185,Active,"Dec 07, 2011"
Amber Ale On Lees,Brasserie 3 MONTS,France,Bière de Garde,Bière de Garde,Na, 10%,89,89,Na,3.99 | pDev: 14.29%,3.99,14.29%,80,163,Active,"Aug 22, 2002"
Contemplation Ale,Brewery Vivant,"Michigan, United States",Bière de GardeRanked #59,Bière de Garde,Ranked #59, 6.5%,"83Ranked #24,002",83,"Ranked #24,002",3.67 | pDev: 11.99%,3.67,11.99%,30,156,Active,"Feb 03, 2011"
Les Bière Des Sans Culottes,Brasserie La Choulette,France,Bière de Garde,Bière de Garde,Na, 7%,90,90,Na,4.02 | pDev: 10.45%,4.02,10.45%,108,151,Active,"Jul 01, 2002"
Jenlain Blonde,Brasserie Duyck,France,Bière de Garde,Bière de Garde,Na, 6.8%,76,76,Na,3.29 | pDev: 17.93%,3.29,17.93%,94,146,Active,"Nov 02, 2002"
Saint Landelin La Divine,Brassierie Goulant,France,Bière de GardeRanked #58,Bière de Garde,Ranked #58, 8.5%,"84Ranked #23,249",84,"Ranked #23,249",3.7 | pDev: 11.62%,3.7,11.62%,104,146,Active,"Oct 02, 2007"
LA-31 Acadie,Bayou Teche Brewery,"Louisiana, United States",Bière de Garde,Bière de Garde,Na, 6%,78,78,Na,3.39 | pDev: 14.75%,3.39,14.75%,33,141,Active,"Sep 02, 2012"
Le Woof,Off Color Brewing,"Illinois, United States",Bière de Garde,Bière de Garde,Na, 7.8%,86,86,Na,3.83 | pDev: 10.18%,3.83,10.18%,37,132,Active,"Sep 07, 2015"
Bellerose Biere Blonde Extra,Brasserie des Sources,France,Bière de GardeRanked #36,Bière de Garde,Ranked #36, 6.5%,"87Ranked #17,969",87,"Ranked #17,969",3.85 | pDev: 10.65%,3.85,10.65%,38,130,Active,"Apr 04, 2012"
Space Cowboy Country Ale,Oxbow Brewing Company,"Maine, United States",Bière de GardeRanked #46,Bière de Garde,Ranked #46, 4%,"85Ranked #20,403",85,"Ranked #20,403",3.79 | pDev: 10.82%,3.79,10.82%,19,124,Active,"Mar 26, 2012"
Rendezvous,"Lakefront Brewery, Inc.","Wisconsin, United States",Bière de Garde,Bière de Garde,Na, 7.2%,82,82,Na,3.6 | pDev: 13.61%,3.6,13.61%,53,123,Active,"Mar 01, 2005"
Le Contrabassiste,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",Bière de Garde,Bière de Garde,Na, 7%,85,85,Na,3.75 | pDev: 9.33%,3.75,9.33%,15,122,Active,"Jun 08, 2010"
St. Amand,Brasserie Castelain,France,Bière de Garde,Bière de Garde,Na, 5.9%,85,85,Na,3.78 | pDev: 12.43%,3.78,12.43%,83,105,Active,"Sep 23, 2002"
La Choulette Ambrée,Brasserie La Choulette,France,Bière de GardeRanked #21,Bière de Garde,Ranked #21, 8%,"89Ranked #12,960",89,"Ranked #12,960",3.96 | pDev: 9.34%,3.96,9.34%,72,104,Active,"Aug 03, 2002"
Oxtoberfest,Oxbow Brewing Company,"Maine, United States",Bière de GardeRanked #40,Bière de Garde,Ranked #40, 5.5%,"86Ranked #19,191",86,"Ranked #19,191",3.82 | pDev: 9.69%,3.82,9.69%,14,97,Active,"Nov 07, 2011"
Ch'ti Blonde,Brasserie Castelain,France,Bière de GardeRanked #62,Bière de Garde,Ranked #62, 6.4%,"81Ranked #26,181",81,"Ranked #26,181",3.52 | pDev: 12.78%,3.52,12.78%,52,95,Active,"May 04, 2004"
La Choulette De Noël,Brasserie La Choulette,France,Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.83 | pDev: 11.23%,3.83,11.23%,66,91,Active,"Nov 27, 2003"
Jenlain Bière De Noël,Brasserie Duyck,France,Bière de Garde,Bière de Garde,Na, 6.8%,81,81,Na,3.52 | pDev: 16.76%,3.52,16.76%,71,88,Active,"Apr 27, 2004"
Le Batteur,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",Bière de Garde,Bière de Garde,Na, 6.1%,83,83,Na,3.67 | pDev: 10.08%,3.67,10.08%,21,87,Active,"Apr 11, 2010"
L'Ambrée D'Esquelbecq / Thiriez Amber,Brasserie Thiriez,France,Bière de GardeRanked #32,Bière de Garde,Ranked #32, 5.8%,"87Ranked #16,226",87,"Ranked #16,226",3.89 | pDev: 11.05%,3.89,11.05%,51,86,Active,"Oct 12, 2004"
Biere De Garde,Casey Brewing & Blending and Barrel Cellar,"Colorado, United States",Bière de Garde,Bière de Garde,Na, 6%,92,92,Na,4.18 | pDev: 5.98%,4.18,5.98%,11,72,Active,"Jul 30, 2015"
La Choulette Blonde,Brasserie La Choulette,France,Bière de GardeRanked #56,Bière de Garde,Ranked #56, 7.5%,"84Ranked #23,169",84,"Ranked #23,169",3.69 | pDev: 13.01%,3.69,13.01%,56,70,Active,"Aug 03, 2002"
A Bretter Day Biere De Mars Ale,Two Brothers Brewing Company,"Illinois, United States",Bière de Garde,Bière de Garde,Na, 5.5%,85,85,Na,3.78 | pDev: 6.88%,3.78,6.88%,18,66,Active,"Mar 29, 2016"
Bière De Garde,Choc Beer Co. / Pete's Place,"Oklahoma, United States",Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.83 | pDev: 10.7%,3.83,10.7%,44,65,Active,"Nov 11, 2007"
Jenlain Bière De Printemps,Brasserie Duyck,France,Bière de Garde,Bière de Garde,Na, 5.4%,77,77,Na,3.31 | pDev: 16.92%,3.31,16.92%,48,63,Active,"Mar 30, 2004"
Page 24 Réserve Hildegarde Blonde,Brasserie Saint-Germain,France,Bière de GardeRanked #51,Bière de Garde,Ranked #51, 6.9%,"85Ranked #21,796",85,"Ranked #21,796",3.74 | pDev: 12.03%,3.74,12.03%,24,62,Active,"Oct 20, 2007"
La Petroleuse,The Brewer's Art,"Maryland, United States",Bière de GardeRanked #22,Bière de Garde,Ranked #22, 7.8%,"88Ranked #13,551",88,"Ranked #13,551",3.95 | pDev: 9.11%,3.95,9.11%,25,62,Active,"Mar 09, 2004"
Courir De Mardi Gras,Bayou Teche Brewery,"Louisiana, United States",Bière de Garde,Bière de Garde,Na, 5%,83,83,Na,3.61 | pDev: 12.74%,3.61,12.74%,15,60,Active,"Jan 13, 2012"
L'Amalthée,Brasserie Lebbe,France,Bière de GardeRanked #10,Bière de Garde,Ranked #10, 6%,"91Ranked #7,427",91,"Ranked #7,427",4.1 | pDev: 8.05%,4.1,8.05%,35,59,Active,"May 06, 2007"
Sweet Leif,Local Option,"Illinois, United States",Bière de Garde,Bière de Garde,Na, 6.5%,84,84,Na,3.71 | pDev: 11.32%,3.71,11.32%,4,57,Active,"Nov 04, 2013"
Ovni Ale,St. Paul Brewing,"Minnesota, United States",Bière de Garde,Bière de Garde,Na, 7.1%,85,85,Na,3.74 | pDev: 15.78%,3.74,15.78%,32,55,Active,"Aug 04, 2008"
Bière de Mars,Hill Farmstead Brewery,"Vermont, United States",Bière de Garde,Bière de Garde,Na, 6.5%,89,89,Na,4 | pDev: 8.75%,4,8.75%,13,50,Active,"Apr 19, 2011"
Barrel Aged Maillot Jaune,The Livery,"Michigan, United States",Bière de Garde,Bière de Garde,Na, 8%,85,85,Na,3.77 | pDev: 11.67%,3.77,11.67%,8,48,Active,"Mar 11, 2010"
Electrostatic,Lightning Brewery,"California, United States",Bière de Garde,Bière de Garde,Na, 10%,84,84,Na,3.69 | pDev: 15.72%,3.69,15.72%,20,47,Active,"Oct 20, 2008"
Ch'ti Ambrée,Brasserie Castelain,France,Bière de Garde,Bière de Garde,Na, 5.9%,81,81,Na,3.5 | pDev: 11.71%,3.5,11.71%,23,47,Active,"Oct 30, 2003"
Baron Corvo,Right Proper Brewing Company - Shaw Brewpub,"District of Columbia, United States",Bière de GardeRanked #18,Bière de Garde,Ranked #18, 7%,"89Ranked #11,255",89,"Ranked #11,255",4.01 | pDev: 9.48%,4.01,9.48%,12,43,Active,"Dec 01, 2015"
Biere De Garde,Niagara Oast House Brewers,"Ontario, Canada",Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.78 | pDev: 12.43%,3.78,12.43%,11,43,Active,"Jun 02, 2013"
Noblesse Oblige,Brasserie Au Baron,France,Bière de GardeRanked #27,Bière de Garde,Ranked #27, 4.7%,"88Ranked #15,479",88,"Ranked #15,479",3.91 | pDev: 7.16%,3.91,7.16%,18,42,Active,"Feb 03, 2016"
Grand Cru,Brasserie Castelain,France,Bière de GardeRanked #50,Bière de Garde,Ranked #50, 7.8%,"85Ranked #20,867",85,"Ranked #20,867",3.76 | pDev: 10.37%,3.76,10.37%,20,41,Active,"Sep 04, 2012"
Chanterelle Biere De Garde,Scratch Brewing Company,"Illinois, United States",Bière de GardeRanked #30,Bière de Garde,Ranked #30, 6.5%,"87Ranked #15,807",87,"Ranked #15,807",3.9 | pDev: 11.54%,3.9,11.54%,9,41,Active,"Oct 24, 2013"
Leffe Nectar,Abbaye de Leffe S.A.,Belgium,Bière de GardeRanked #66,Bière de Garde,Ranked #66, 5.5%,"76Ranked #27,667",76,"Ranked #27,667",3.19 | pDev: 22.26%,3.19,22.26%,16,41,Active,"Aug 21, 2012"
Bière De Garde Ale,Ponysaurus Brewing Co.,"North Carolina, United States",Bière de GardeRanked #35,Bière de Garde,Ranked #35, 6.3%,"87Ranked #17,734",87,"Ranked #17,734",3.85 | pDev: 9.61%,3.85,9.61%,10,39,Active,"Jan 06, 2014"
Bière Nouvelle,Brasserie 3 MONTS,France,Bière de Garde,Bière de Garde,Na, 8%,84,84,Na,3.7 | pDev: 13.24%,3.7,13.24%,24,40,Active,"Dec 09, 2002"
Derailleur,Ladyface Brewery & Restaurant,"California, United States",Bière de Garde,Bière de Garde,Na, 7.5%,89,89,Na,4 | pDev: 9.75%,4,9.75%,5,40,Active,"Jun 07, 2010"
Wildlife Report,Allagash Brewing Company,"Maine, United States",Bière de GardeRanked #19,Bière de Garde,Ranked #19, 8%,"89Ranked #11,737",89,"Ranked #11,737",4 | pDev: 7.25%,4,7.25%,15,40,Active,"Mar 15, 2023"
Martian Spring Bière De Mars,Strangeways Brewing,"Virginia, United States",Bière de Garde,Bière de Garde,Na, 7.35%,86,86,Na,3.82 | pDev: 11.52%,3.82,11.52%,5,40,Active,"Mar 19, 2014"
Rubriq-a-brac,Whiner Beer Company,"Illinois, United States",Bière de Garde,Bière de Garde,Na, 6%,86,86,Na,3.79 | pDev: 6.07%,3.79,6.07%,14,39,Active,"Apr 01, 2016"
Page 24 Brune,Brasserie Saint-Germain,France,Bière de GardeRanked #49,Bière de Garde,Ranked #49, 7.9%,"85Ranked #20,786",85,"Ranked #20,786",3.76 | pDev: 9.04%,3.76,9.04%,9,37,Active,"May 12, 2013"
Dear You,Ratio Beerworks,"Colorado, United States",Bière de GardeRanked #31,Bière de Garde,Ranked #31, 5.5%,"87Ranked #15,818",87,"Ranked #15,818",3.9 | pDev: 7.95%,3.9,7.95%,7,35,Active,"Feb 21, 2015"
Old Guard,Service Brewing Company,"Georgia, United States",Bière de Garde,Bière de Garde,Na, 6.7%,89,89,Na,3.99 | pDev: 8.02%,3.99,8.02%,4,35,Active,"Sep 14, 2014"
General Store,Suarez Family Brewery,"New York, United States",Bière de GardeRanked #9,Bière de Garde,Ranked #9, 6.9%,"91Ranked #7,238",91,"Ranked #7,238",4.13 | pDev: 6.3%,4.13,6.3%,6,33,Active,"Dec 28, 2017"
Saint Landelin Mythique,Brassierie Goulant,France,Bière de GardeRanked #65,Bière de Garde,Ranked #65, 7.5%,"77Ranked #27,519",77,"Ranked #27,519",3.2 | pDev: 15%,3.2,15%,18,33,Active,"Dec 10, 2008"
Page 24 Bière De Printemps,Brasserie Saint-Germain,France,Bière de Garde,Bière de Garde,Na, 6%,88,88,Na,3.93 | pDev: 12.47%,3.93,12.47%,15,33,Active,"Jul 13, 2009"
Jenlain Or,Brasserie Duyck,France,Bière de Garde,Bière de Garde,Na, 8%,82,82,Na,3.54 | pDev: 14.69%,3.54,14.69%,20,32,Active,"May 03, 2011"
Page 24 Réserve Hildegarde Ambrée,Brasserie Saint-Germain,France,Bière de GardeRanked #60,Bière de Garde,Ranked #60, 6.9%,"83Ranked #24,067",83,"Ranked #24,067",3.61 | pDev: 13.57%,3.61,13.57%,19,30,Active,"Apr 06, 2008"
Abbaye De Vauclair Blonde,Brassierie Goulant,France,Bière de GardeRanked #64,Bière de Garde,Ranked #64, 6.5%,"79Ranked #26,963",79,"Ranked #26,963",3.32 | pDev: 10.84%,3.32,10.84%,10,29,Active,"Feb 10, 2013"
Bobasa,Oxbow Brewing Company,"Maine, United States",Bière de GardeRanked #8,Bière de Garde,Ranked #8, 6.5%,"91Ranked #6,146",91,"Ranked #6,146",4.17 | pDev: 7.19%,4.17,7.19%,9,29,Active,"Oct 24, 2016"
Anton Francois French Ale,Diebolt Brewing Company,"Colorado, United States",Bière de GardeRanked #55,Bière de Garde,Ranked #55, 5.6%,"84Ranked #22,835",84,"Ranked #22,835",3.67 | pDev: 11.99%,3.67,11.99%,8,29,Active,"Sep 30, 2013"
Verdun,Brewery Vivant,"Michigan, United States",Bière de GardeRanked #34,Bière de Garde,Ranked #34, 7%,"87Ranked #17,275",87,"Ranked #17,275",3.86 | pDev: 10.88%,3.86,10.88%,9,28,Active,"Aug 18, 2015"
Page 24 Bière De Noël,Brasserie Saint-Germain,France,Bière de GardeRanked #39,Bière de Garde,Ranked #39, 6.9%,"87Ranked #17,919",87,"Ranked #17,919",3.84 | pDev: 10.16%,3.84,10.16%,15,28,Active,"Nov 26, 2009"
deFallt,Taxman Brewing Co.,"Indiana, United States",Bière de GardeRanked #25,Bière de Garde,Ranked #25, 7%,"88Ranked #14,312",88,"Ranked #14,312",3.94 | pDev: 10.66%,3.94,10.66%,12,28,Active,"Sep 25, 2015"
La Goudale De Noel,Brassierie Goulant,France,Bière de GardeRanked #45,Bière de Garde,Ranked #45, 7.7%,"86Ranked #20,151",86,"Ranked #20,151",3.77 | pDev: 9.81%,3.77,9.81%,14,27,Active,"Nov 27, 2013"
Bière de Garde,Fox Farm Brewery,"Connecticut, United States",Bière de GardeRanked #7,Bière de Garde,Ranked #7, 6.6%,"92Ranked #5,806",92,"Ranked #5,806",4.19 | pDev: 4.3%,4.19,4.3%,9,26,Active,"May 02, 2019"
BdG1,Transmitter Brewing,"New York, United States",Bière de Garde,Bière de Garde,Na, 7.1%,89,89,Na,3.98 | pDev: 9.55%,3.98,9.55%,6,26,Active,"Aug 16, 2014"
Maillot Jaune,The Livery,"Michigan, United States",Bière de Garde,Bière de Garde,Na, 7%,84,84,Na,3.65 | pDev: 13.7%,3.65,13.7%,4,26,Active,"Feb 25, 2007"
Maillot Rouge,The Livery,"Michigan, United States",Bière de Garde,Bière de Garde,Na, 7%,92,92,Na,4.24 | pDev: 8.49%,4.24,8.49%,5,26,Active,"Aug 09, 2013"
La Rouge Flamande,Brasserie Thiriez,France,Bière de Garde,Bière de Garde,Na, 5.8%,88,88,Na,3.92 | pDev: 7.91%,3.92,7.91%,17,25,Active,"Oct 09, 2004"
Chateau Rouge,Brasserie la Goutte d'Or,France,Bière de GardeRanked #38,Bière de Garde,Ranked #38, 6.5%,"87Ranked #17,872",87,"Ranked #17,872",3.84 | pDev: 5.47%,3.84,5.47%,9,25,Active,"Mar 16, 2014"
"""Keeper!""",PHX Beer Co,"Arizona, United States",Bière de Garde,Bière de Garde,Na, 6.3%,84,84,Na,3.63 | pDev: 13.77%,3.63,13.77%,2,24,Active,"Nov 27, 2013"
Barrel Aged Woodthrush,Little Fish Brewing Company,"Ohio, United States",Bière de GardeRanked #15,Bière de Garde,Ranked #15, 6.6%,"90Ranked #10,526",90,"Ranked #10,526",4.05 | pDev: 6.17%,4.05,6.17%,5,24,Active,"Jan 09, 2016"
Amour Fou,Fox Farm Brewery,"Connecticut, United States",Bière de GardeRanked #2,Bière de Garde,Ranked #2, 6.5%,"94Ranked #2,671",94,"Ranked #2,671",4.35 | pDev: 6.67%,4.35,6.67%,13,23,Active,"Mar 15, 2020"
Angelus,Brasserie D'Annoeulin,France,Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.76 | pDev: 11.7%,3.76,11.7%,14,22,Active,"Jul 05, 2004"
Sella Del Diavolo,Birrificio Barley,Italy,Bière de GardeRanked #54,Bière de Garde,Ranked #54, 6.5%,"84Ranked #22,235",84,"Ranked #22,235",3.68 | pDev: 9.24%,3.68,9.24%,15,22,Active,"Feb 20, 2009"
Wilderman,Seventh Son Brewing Co.,"Ohio, United States",Bière de Garde,Bière de Garde,Na, 7.6%,85,85,Na,3.75 | pDev: 10.13%,3.75,10.13%,2,21,Active,"Nov 26, 2013"
Life On Biére De Mars,Oxbow Brewing Company,"Maine, United States",Bière de GardeRanked #13,Bière de Garde,Ranked #13, 6%,"90Ranked #9,067",90,"Ranked #9,067",4.1 | pDev: 4.39%,4.1,4.39%,8,21,Active,"Feb 27, 2017"
Biere De Garde,Iron Hill Brewery & Restaurant,United States,Bière de Garde,Bière de Garde,Na, 7%,86,86,Na,3.81 | pDev: 10.5%,3.81,10.5%,9,20,Active,"May 19, 2008"
Bière De Garde,Sugar Creek Brewing Company,"North Carolina, United States",Bière de Garde,Bière de Garde,Na, 6.8%,86,86,Na,3.82 | pDev: 8.9%,3.82,8.9%,4,20,Active,"Apr 25, 2015"
Surrender,Piece Brewery & Pizzeria,"Illinois, United States",Bière de Garde,Bière de Garde,Na, 7.5%,84,84,Na,3.64 | pDev: 9.62%,3.64,9.62%,3,19,Active,"Oct 02, 2006"
Anosteke Biere De Garde,La Brasserie du Pays Flamand,France,Bière de GardeRanked #37,Bière de Garde,Ranked #37, 8%,"87Ranked #17,742",87,"Ranked #17,742",3.84 | pDev: 7.03%,3.84,7.03%,8,19,Active,"Apr 18, 2014"
Brassin D'Hiver,Brasserie 3 MONTS,France,Bière de Garde,Bière de Garde,Na, 8%,83,83,Na,3.57 | pDev: 10.36%,3.57,10.36%,12,19,Active,"Feb 13, 2006"
Harrow,Kane Brewing Company,"New Jersey, United States",Bière de Garde,Bière de Garde,Na, 7.2%,89,89,Na,4 | pDev: 5.25%,4,5.25%,4,18,Active,"Mar 05, 2016"
Kronenbourg 1664 Millésime,Brasseries Kronenbourg,France,Bière de Garde,Bière de Garde,Na, 6.7%,76,76,Na,3.04 | pDev: 22.37%,3.04,22.37%,5,18,Active,"Mar 23, 2011"
Honker's Ale,Goose Island Beer Co.,"Illinois, United States",English BitterRanked #73,English Bitter,Ranked #73, 4.3%,"83Ranked #24,728",83,"Ranked #24,728",3.65 | pDev: 11.78%,3.65,11.78%,"1,149","4,003",Active,"Aug 08, 2001"
London Pride,Fuller's,"England, United Kingdom",English BitterRanked #9,English Bitter,Ranked #9, 4.7%,"88Ranked #14,717",88,"Ranked #14,717",3.92 | pDev: 12.24%,3.92,12.24%,"1,155","2,796",Active,"Feb 01, 2001"
Bluebird Bitter,Coniston Brewing Co. Ltd,"England, United Kingdom",English BitterRanked #20,English Bitter,Ranked #20, 4.2%,"87Ranked #17,649",87,"Ranked #17,649",3.86 | pDev: 12.44%,3.86,12.44%,325,532,Active,"Oct 06, 2001"
Spitfire Premium Kentish Ale,Shepherd Neame Ltd,"England, United Kingdom",English BitterRanked #93,English Bitter,Ranked #93, 4.5%,"81Ranked #25,813",81,"Ranked #25,813",3.58 | pDev: 15.08%,3.58,15.08%,197,482,Active,"Feb 21, 1998"
Younger's Special Bitter,Rogue Ales,"Oregon, United States",English Bitter,English Bitter,Na, 4.8%,88,88,Na,3.92 | pDev: 10.97%,3.92,10.97%,280,369,Active,"Jan 31, 2002"
Newcastle Summer Ale,Heineken Nederland B.V.,Netherlands,English Bitter,English Bitter,Na, 4.4%,69,69,Na,2.95 | pDev: 20.34%,2.95,20.34%,127,362,Active,"Jun 24, 2009"
The Naughty Nurse,City Steam Brewery Café,"Connecticut, United States",English BitterRanked #110,English Bitter,Ranked #110, 5%,"80Ranked #26,679",80,"Ranked #26,679",3.49 | pDev: 14.04%,3.49,14.04%,66,328,Active,"Jan 07, 2002"
Ruddles County,Greene King / Morland Brewery,"England, United Kingdom",English BitterRanked #48,English Bitter,Ranked #48, 4.7%,"84Ranked #22,287",84,"Ranked #22,287",3.74 | pDev: 14.44%,3.74,14.44%,190,280,Active,"Nov 01, 2001"
Doom Bar,Sharp's Brewery,"England, United Kingdom",English BitterRanked #113,English Bitter,Ranked #113, 4.3%,"79Ranked #26,721",79,"Ranked #26,721",3.48 | pDev: 15.23%,3.48,15.23%,59,244,Active,"Feb 10, 2005"
Foster's Special Bitter,Foster's Group Limited,Australia,English Bitter,English Bitter,Na, 5%,67,67,Na,2.83 | pDev: 20.14%,2.83,20.14%,174,238,Active,"Jul 10, 2001"
Uncle Teddy's Bitter,Victory Brewing Company - Downingtown,"Pennsylvania, United States",English BitterRanked #4,English Bitter,Ranked #4, 4%,"89Ranked #11,861",89,"Ranked #11,861",3.98 | pDev: 13.32%,3.98,13.32%,86,234,Active,"Nov 21, 2002"
Long Haul Session Ale,Two Brothers Brewing Company,"Illinois, United States",English Bitter,English Bitter,Na, 4.2%,82,82,Na,3.59 | pDev: 11.98%,3.59,11.98%,83,216,Active,"Mar 21, 2010"
Best Bitter,Gritty McDuff's Brewing Company,"Maine, United States",English BitterRanked #87,English Bitter,Ranked #87, 5%,"82Ranked #25,397",82,"Ranked #25,397",3.6 | pDev: 12.5%,3.6,12.5%,116,197,Active,"Apr 26, 1999"
Hopback Summer Lightning,Hop Back Brewery plc,"England, United Kingdom",English BitterRanked #80,English Bitter,Ranked #80, 5%,"82Ranked #24,866",82,"Ranked #24,866",3.63 | pDev: 15.7%,3.63,15.7%,159,188,Active,"Sep 11, 2002"
Belhaven Best,Belhaven Brewery Company Ltd.,"Scotland, United Kingdom",English BitterRanked #130,English Bitter,Ranked #130, 3.5%,"76Ranked #27,662",76,"Ranked #27,662",3.3 | pDev: 17.88%,3.3,17.88%,80,186,Active,"May 03, 2003"
Old Golden Hen,Greene King / Morland Brewery,"England, United Kingdom",English Bitter,English Bitter,Na, 4.1%,79,79,Na,3.44 | pDev: 13.95%,3.44,13.95%,61,184,Active,"Sep 01, 2011"
Adnams Southwold Bitter,"Adnams plc, Sole Bay Brewery","England, United Kingdom",English BitterRanked #86,English Bitter,Ranked #86, 4.1%,"82Ranked #25,204",82,"Ranked #25,204",3.61 | pDev: 15.24%,3.61,15.24%,78,178,Active,"Aug 12, 2002"
Geary's Winter Ale,D.L. Geary Brewing Company,"Maine, United States",English Bitter,English Bitter,Na, 6%,79,79,Na,3.44 | pDev: 12.5%,3.44,12.5%,121,169,Active,"Nov 09, 2003"
Gravity,W.H. Brakspear & Sons plc,"England, United Kingdom",English BitterRanked #44,English Bitter,Ranked #44, 3.4%,"85Ranked #21,875",85,"Ranked #21,875",3.75 | pDev: 13.07%,3.75,13.07%,76,151,Active,"Mar 01, 2002"
Goliath,Wychwood Brewery Company Ltd,"England, United Kingdom",English Bitter,English Bitter,Na, 4.2%,79,79,Na,3.45 | pDev: 13.91%,3.45,13.91%,83,143,Active,"Jun 18, 2002"
McNellie's Pub Ale,Marshall Brewing Company,"Oklahoma, United States",English Bitter,English Bitter,Na, 5%,84,84,Na,3.73 | pDev: 12.06%,3.73,12.06%,62,133,Active,"Jun 12, 2008"
Young's Bitter,Eagle Brewery,"England, United Kingdom",English Bitter,English Bitter,Na, 3.8%,86,86,Na,3.8 | pDev: 14.74%,3.8,14.74%,56,132,Active,"Apr 16, 2008"
Session Ale-Extra Special Bitter,Boston Beer Company (Samuel Adams),"Massachusetts, United States",English Bitter,English Bitter,Na, 5%,81,81,Na,3.55 | pDev: 10.14%,3.55,10.14%,41,130,Active,"Jan 01, 2016"
Courage Directors Bitter,Eagle Brewery,"England, United Kingdom",English BitterRanked #115,English Bitter,Ranked #115, 4.8%,"79Ranked #26,746",79,"Ranked #26,746",3.46 | pDev: 15.03%,3.46,15.03%,77,123,Active,"Aug 09, 2002"
Ruby Red Ale,St. Peter's Brewery Co Ltd,"England, United Kingdom",English BitterRanked #57,English Bitter,Ranked #57, 4.3%,"84Ranked #23,184",84,"Ranked #23,184",3.7 | pDev: 11.89%,3.7,11.89%,57,121,Active,"Apr 03, 2006"
Tetley's Smoothflow,Carlsberg-Tetley Brewing Ltd,"England, United Kingdom",English BitterRanked #133,English Bitter,Ranked #133, 3.6%,"75Ranked #27,838",75,"Ranked #27,838",3.21 | pDev: 16.82%,3.21,16.82%,55,118,Active,"Oct 31, 2004"
Arkell Best Bitter,Wellington County Brewery,"Ontario, Canada",English Bitter,English Bitter,Na, 4%,83,83,Na,3.66 | pDev: 13.39%,3.66,13.39%,67,116,Active,"Nov 25, 2002"
Chester County Bitter,Sly Fox Brewing Company,"Pennsylvania, United States",English BitterRanked #89,English Bitter,Ranked #89, 4.5%,"82Ranked #25,529",82,"Ranked #25,529",3.58 | pDev: 14.53%,3.58,14.53%,36,115,Active,"Oct 14, 2009"
London Homesick Ale,Oasis Texas Brewing Company,"Texas, United States",English Bitter,English Bitter,Na, 4.9%,80,80,Na,3.51 | pDev: 13.68%,3.51,13.68%,22,104,Active,"Jun 03, 2014"
Ridgeway Bitter,Ridgeway Brewing,"England, United Kingdom",English BitterRanked #56,English Bitter,Ranked #56, 4%,"84Ranked #22,854",84,"Ranked #22,854",3.71 | pDev: 11.32%,3.71,11.32%,80,102,Active,"Dec 10, 2004"
